Les Françaises 
Les confessions 
Mémoires d’Anne 
Le voyageur 
Zéna ou 
Adoulzin ou 
Alphonse d’Inange 
Azémor ou 
Choix de 
La confession 
Confessions du 
La femme 
Dans sa 
Les filles 
Histoire de 
Histoire d’Elisabeth 
Histoire d’une 
Le magnétiseur 
La matinée 
Mémoires
La 
Nouvelles historiettes 
Recueil de 
Tableaux de 
Zilia et 
Les métamorphoses 
Roland furieux

Les amans 
Le peuple 
Bibüothèque anglaise 
Tuyll van 
Les prémices 
Maria ou 
Misogug ou 
Hipparchie et 
Le petit 
Contes sages 
Histoire de 
Le comte 
Le médecin 
Mémoires de 
Claris de 
L’homme errant 
Le préjugé 
Lettres de 
GRIVEL Guillaume 
Louisa ou 
Louise ou 
Zoraïdeou annales 
Lettres de 
Eugénie et 
Amusemens des 
Bois-Robert Cécile

Le philosophe 
Ainsi finissent 
Les amours 
Une année 
Les amours 
Alcibiade
Lettres 
La foie 
Le danger 
L’élève du 
Gulliver ressuscité 
Le vieux 
Les Parisiennes 
Le paysan 
Mémoire de 
Supplément à 
Histoire d’une 
La vie 
Antonie
Les 
Contes
Les 
Les écueils 
Edouard et 
Elliott ou 
Emma ou 
Fragment d’un 
Histoire de 
Histoire de 
Histoire de 
Jenny et 
Lettres de 
Lettres intéressantes 
Lucinde ou 
Miss Lucinde 
Nouveaux contes 
La philosophie 
La philosophie 
La rétribution 
Roland et 
Le temple 
La méchante 
La belle 
Voyage du 
Anna ou 
Les imprudences 
Le mentor 
L’indépendant
La 
Bagatelles littéraires

Olivia
Le 
Ela ou 
Suite des 
Casanova de 
Continuation des 
Œuvres badines 
Charles Areas

Histoire très 
Lettres d’un 
Supplément à 
Izouard
Lolotte 
Les dîners 
Code du 
Dissertations morales 
Ander-Can
La 
Claris de 
Lettres de 
Miss Anysie 
Les dangers 
Opuscules en 
L’amitié trompée 
Essai des 
Blançay
Œuvres 
Délia ou 
Histoire de 
Mélange de 
Julie de 
Essai satirique 
Clara et 
Clare et 
L’officier réformé

Georgina
Caroline 
Les aventures 
Mémoires intéressants 
Erminie
Collection 
Le mal-adroit 
Herbert ou 
Dernière suite 
Le jardin 
Histoire de 
Entretiens de 
Six semaines 
Une seule 
Œuvres de 
Le comte 
Justine d’Arancy 
Lettres de 
Le roman 
Apologues modernes 
Lisvart de 
Histoire de 
Mon journal 
Le doctorat 
Les galanteries 
Les travers 
Le printemps 
Lettres d’Hortense 
Les soupers 
Bernardin de 
L orpheline 
Lettres d’une 
Tournon de 
Les Morlaques

L’amitié trahie 
Anandria ou 
L’anneau ou 
Aurélia ou 
Avantures intéressantes 
Les chevalières 
Confession du 
Coraly et 
La curieuse 
Les délassemens 
Émerance ou 
Le fils 
Grandar ou 
Heerfort et 
Histoire de 
Histoire véritable 
La jeune 
Lettres de 
Les malheurs 
Mémoires d’une 
La Messaline 
Nouveau conte 
Le retour 
Le royaume 
Une nuit 
La voyageuse 
Le congrès 
Les fous 
Histoire des 
La Quasimodo 
La constance 
Coutances Zilia

Les noeuds 
Anna ou 
D’Anacharsis ou 
Le dernier 
Le monstre 
Les trois 
Idylles et 
Le fou 
Emilie Fairville 
Lettres d’un 
La passion 
Le mariage 
Les deux 
Aventures d’une 
Répertoire anglois 
L’heureuse révolution 
Les petites 
Lettres de 
L’ami des 
Célestina ou 
Vintzenried ou 
aux Confessions 
Alexis ou 
Histoire du 
Honorine Derville 
Les dévotions 
L’oreille
Alan 
Le Fils 
Histoire persanne

L’épouse rare 
Victorine
Cornélia 
La jeune 
Le jouet 
Horton et 
Les aventures 
Isabella et 
Le tuteur 
Le coq 
Le Gil 
Coste de 
Le loup 
Le nègre 
Roman historique

Histoire de 
Le crime 
Le repentir 
Les joueurs

Suite du 
Contes saugrenus

Masaniello ou 
retrad par 
Le temple 
Contes en 
Le danger 
Hammond et 
Mémoires du 
Ingénue Saxancour 
Monument du 
Le curé 
Ulamor et 
Rutledge Alphonsine 
Tablettes d’un 
Les amours 
Lettres et 
Schultz traduit 
Correspondance secrette 
Contes moraux 
Daphnis et 
Histoires fabuleuses 
La Franciade 
Les aventures 
Le comte 
Historiettes et 
Henriette
Les 
Les bÿoux 
Clélie
L’eau 
L’éducation d’Admete

Le lit 
Les pantins 
Précis historique 
Craon et 
Le livre 
La vie 
Pastorales dédiées 
Tuyll van 
Ma république

Petit-Jacques et 
Saint-Flour et 
Langle Soirées 
Claris de 
Le rosier 
Bredouille ou 
partie d’un 
Tablettes sentimentales 
Stellino ou 
La fatalité

Simple histoire

Contes et 
L’habit gris 
Les heureux 
Les deux 
Emilie de 
Les déjeunés 
L’erreur d’un 
La veillée

Werthérie
L’année 
Justine ou 
Bernardin de 
Le roi 
Aza ou 
Le cadran 
Catherine ou 
Les délices 
La page 
Echo foutromane 
Elfrida ou 
Les émigrantes 
Nessir et 
Nitona Franka 
Le règne 
Tableau sentimental 
Le commissionnaire 
Claris de 
Histoire de 
Lindor et 
Le prince 
Paulin ou 
Mathilde
Les 
Valcour et 
Miss Lony

Charmansange ou 
La bergère 
Les victimes 
Voyage et 
L’école de 
Fictions morales

Les soirées 
Elisabeth
Andréa 
Monrose ou 
Honorine Clarins

Anecdotes historiques 
Bernardin de 
Les prémices 
Hermann et 
Aventures et 
Le bréviaire 
Décrets des 
Le degré 
Vie politique 
Histoire de 
Tuyll van 
Histoire de 
Exemple singulier 
‘Ce conte 
Ferdinand et 
Histoire de 
Ismaél et 
Nouvelles galantes 
Les veillées 
Les Aphroditcs 
Vancenza ou 
Desmond ou 
Les veillées 
Henriette
Ce 
Suzettc ou 
Les loisirs 
Félix et 
Alfrede ou 
Codicile sentimental 
Les aventures 
Voyage autour 
La forêt 
Henry Bennett 
Les nuits 
Adraste et 
Adèle de 
Necker
Apollon 
Ecole amusante 
Léonci
La 
Les souffrances 
La sylphide 
Belval ou 
Les loisirs 
Valmidor et 
et Florella 
Correspondance philosophique 
Triomphe de 
Confidence d’un 
Le damoisel 
Histoire du 
La première 
Histoire corrigée 
an troisième 
Les soirées 
Contes moraux 
Les chevaliers 
Charlotte ou 
Le Messie

Dorbeuil et 
Zénobie
Camille 
Valdeuil ou 
Gérard de 
Ismaël et 
Nouvelles galantes 
Les nuits 
Les nuits 
Contes et 
La recette 
Le naufrage

La philosophie 
Morville Célestine 
