Adèle de Montmorency ou la belle êmigrée
Adelina ou l’innocence persécutée, traduit de l’anglais par t lecit. Ch**
Les affreux effets de l’amour, de la jalousie et de la t? vengeance, roman historique traduit de l’anglais et de l’espagnol par J. P**
Théodore ou les brigands, traduit de l’anglais
Alexis et Rosalie, par M. D......
Angélique et Sainte-Eugène ou la fille échangée
Augusta ou tableau comparatif des mœurs françaises et des mœurs anglaises, avec des notes très-instructives, par un émigré
Aurélia ou l’enfant de l’infortune, suivi de la déportation ou bannissement d’un négociant anglais dans la Sibérie
Aventures et anecdotes françoises tirées d’une chronique du XIV. siècle, par M‘,e de M.....
Camille et Agathe ou l’amour vainqueur de la mort
Caroline et Saint-Hilaire ou les putains du Palais-Royal
D’Orbieux et Cécile ou l’école de la bienfaisance, par P....
Les effets du repentir ou mémoires du comte D**
Eléonore et d’Arsans ou les époux réunis
L’enfant chéri des dames
L’enfant du bordel
Les épreuves de la maternité
Euphémie ou la perfidie réparée, par M. D***
Les femmes démasquées ou le vrai remède d’amour, par M***, l’ami du vrai
Franz ou le chasseur, traduit de l’allemand t
Honorina ou les malheurs de l’hymen, par Mme de M***
Melcour et Sophie ou l’époux malheureux
La méprise ou l’enfant de ma mère, par M.P.M.D.
Mistriss Walter ou nouvelle et dernière suite de Simple histoire, par madame S**
Ozélia ou la morte vivante, traduit de l’anglais, avec figure t?
Le père barbare ou histoire d’Amédée, écrite par elle-même
Rosabelle ou la caverne galloise, par M.P.F.B......de Lyon
Roseide et Valrnor ou les victimes de l’orgueil, traduit de l’anglais de sir Horace Walpole, par F. Beauhamay
Sidney et Worton, histoire anglaise par de S***
Socivizca ou histoire d’un fameux chef de brigands, traduit sur la dernière édition par M.F. Maréchal
Histoire de Socivizca, fameux brigand de la nation des Morlaques, appelles Monténégrins,... traduite de l’italien par Mr.
Les soirées de l’Hermitage, contes traduits de l’anglais pour t l’instruction et l’amusement de la jeunesse
Le somnambule financier ou le roman véritable de la paix, de la gloire et de la prospérité
Souvenirs d’Ernest dédiés à trois jolies femmes
Le Tartuffe révolutionnaire, imité de l'anglais par madame
Zoloé et ses deux acolythes ou quelques décades de la vie de trois jolies femmes, histoire véritable du siècle dernier, par un contemporain
Les amours de Leucippe et de Clitophon, nouvellement traduit du grec d’AchUles Tatius
Le comte d’A**** ou les aventures d’une jeune voyageur sorti de la cour de France en 1789, ouvrage publié d'après le manuscrit original
Suzette ou tout comme a fait ma mère, par J1)-Fr. André
Contes et opuscules en vers et en prose, suivis de poésies fugitives, par Andrieux, de l’Institut national
Alvaro et Ximcnès ou les coups de l’amour et de la fortune
Elle et moi ou folie et sagesse, par A.A. Beaufort
Anna Grenwil, roman historique du siècle de Cromwel (sic), par L.F.M. Bellin La Laborlière, auteur de Célestine ou les époux sans l’étre, de la Nuit anglaise, etc. etc.
Voyage dans le boudoir de Pauline, par L.F.M.B.L.
Anna ou l’héritière galloise, traduction de l’anglais de mis- tress Bennett, auteur de Rosa ou la fille mendiante par P.F. Henry, traducteur du Château mystérieux et de plusieurs autres ouvrages
Isabelle ou la récompense d’un bon naturel, ouvrage sentimental destiné à l’éducation &amp; à l’amusement du beau sexe, par l’auteur de ['Homme bienfaisant &amp; de ['Histoire d’Anne Neville, traduit de l’anglais par M.D.L.V.
Henriette et Edouard ou le château de Welcome, suivi des Voyages de Zaffar, par l’auteur du Tombeau, de VEnfant du mystère, etc.
Les enfans de la nature, par P. B**
Philétas, roman pastoral par Pierre Blanchard
Rosebelle, historiette du treizième siècle, par P.B. de Dammartin
La mendiante de qualité, anecdote française
Fragmens à la manière de Sterne, traduits de l’anglois par Mellinet aîné
Eugénio et Virginia, omé de figures dessinées par Lebarbier aîné et gravées par Baquoy et Patas
Lioncel ou l’émigré, nouvelle historique par Louis de Bruno, né sur les rives du Gange
Les aventures de Cléon ou les quatre temples, roman allégorique, en deux volumes, mêlé de prose et de vers, par Gabriel marquis de Castelnau
Les amours et avantures de sir Nigaudinet et de Codindine, histoire récente et véritable, par le C. F.-A. Ciled
Le chevalier noir, nouvelle du huitième siècle, par Mf H.C.
Les veillées du Tasse, manuscrit inédit mis au jour par Compagnoni et traduit de l’italien par J.F. Mimault
Malvina, par madame ***, auteur de Claire d'Albe
Lycas et Chloé ou la bergère coquette et corrigée, ouvrage qui peut servir à l’instruction des jeunes personnes
Rostanges ou la mère qui ne fut point épouse, histoire véritable, rédigée par le C60. Desforges
Souvenirs de mylady Cartemane ou les mœurs du tems passé, par Antoine Diannyère, associé de l’Institut national, etc.
Ma tante Geneviève ou je l’ai échappé belle, par Do.....y
Le nouveau roman comique ou aventures d’un souffleur, d’un perruquier et d’un costumier de spectacle
Les quatre cousins et l’inventaire d’un mauvais riche
Contes moraux de ma grand’tante
Sélinde ou la modestie récompensée, anecdote par le citoyen Dusausoir, de la Société des belles-lettres
Claris de Œuvres posthumes de Florian, contenant Rosalba, nouvelle sicilienne, plusieurs fables inédites et le poème de Guillaume Tell, avec la vie de l’auteur, son portrait gravé par Clément, et quatre jolies figures dessinées par Monnet et gravées par Gaucher
Santa Maria ou la grossesse mystérieuse, traduit de l’anglais de Fox par madame Dufrénoy
Quatre nouvelles, par J.C. Fulchiron
Elisca ou les malheurs de la vertu
Floris ou la vengeance, par J. A. Gardy
Le solitaire des Pyrénées ou mémoires pour servir à la vie d’Armand, marquis de Felcourt, par G.....L.......
Les mères rivales ou la calomnie, par madame de Genlis
Saint-Léon, histoire du seizième siècle, par William Godwin, traduit de l’anglais, orné de jolies gravures
Herman et Dorothée, en IX chants, poème allemand de Goethe, traduit par Bitaubé, membre de l'Institut national de France, et de l’Académie royale des sciences et belles-lettres de Prusse
Werther, traduit de l’allemand par L.C. de Salse
Les amans vendéens
Gasparin ou le héros provençal, roman éroti-comique
Synaïb et Zora ou l’héritière de Bablyone, par madame G.... V...., auteur d’Adolphe ou la famille heureuse
La victime du préjugé, par Mary Hays, auteur des Mémoires d'Emma Courtney, imprimé à Londres en 1799 et traduit de l’anglais la même année par ***
Héléna ou la beauté nuisible, roman traduit de l’anglais d’Elize Haywood par madame A.-M. B.......
Ardinghello et les îles de la félicité, histoire italienne du seizième siècle, traduite de l’allemand par les citoyens Weltzien et Faye, Jne.
Albert ou le désert de Strathnavern, avec romances et mu siques (sic) gravées
